,company,location,position,experience,Experience_min,Experience_max,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28
520,ATAI LABS,Hyderabad/Secunderabad,Machine Learning Engineer,2 - 5,2,5,image processing  ,  cuda  ,  python  ,  c    ,  github  ,  c  ,  team player  ,  machine learning  ,  data extraction  ,  java  ,  devops  ,  linux  ,  debugging  ,  software engineering  ,  opencv,,,,,,,,,,,,,
521,AMD India Pvt Ltd,"Hyderabad/Secunderabad,  Bengaluru / Bangalore",Machine Learning Validation Engineer,3 - 5,3,5,algorithms  ,  cuda  ,  c    ,  device drivers  ,  linux internals  ,  graphics  ,  linux  ,  debugging  ,  data structures  ,  cache  ,  python  ,  kernel  ,  machine learning  ,  written communication  ,  infrastructure,,,,,,,,,,,,,
522,Visa Inc.,Bengaluru / Bangalore,Sr. Machine Learning Engineer,5 - 10,5,1,scala  ,  data mining  ,  artificial intelligence  ,  java  ,  debugging  ,  software engineering  ,  big data  ,  cloud computing  ,  python  ,  natural language processing  ,  director  ,  problem solving  ,  team player  ,  machine learning,,,,,,,,,,,,,,
523,Visa Inc.,,Principal Machine Learning Engineer,15 - 18,1, ,c    ,  artificial intelligence  ,  java  ,  system development  ,  big data  ,  python  ,  mapreduce  ,  data mining  ,  security  ,  hadoop  ,  cloud computing  ,  rest  ,  san  ,  c  ,  team player  ,  machine learning  ,  leadership skills,,,,,,,,,,,
524,Textron India Pvt Ltd,,Machine Learning Engineer,2 - 5,2,5,sql  ,  docker  ,  oop  ,  apache  ,  devops  ,  linux  ,  software engineering  ,  hadoop  ,  cloud computing  ,  big data  ,  python  ,  github  ,  software delivery  ,  machine learning  ,  windows os  ,  written communication,,,,,,,,,,,,
525,HackerRank,Bengaluru / Bangalore,Lead Machine Learning Engineer,7 - 8,7,8,learning  ,  technical hiring  ,  leave,,,,,,,,,,,,,,,,,,,,,,,,,
526,bureau veritas consumer product services india pvt. ltd noida,Noida/Greater Noida,Specialist - Machine Learning,3 - 6,3,6,visualization  ,  bi  ,  linear regression  ,  use cases  ,  logistic regression  ,  arima  ,  consulting  ,  business analytics  ,  veritas  ,  tableau,,,,,,,,,,,,,,,,,,
527,"SAMPOORNA CONSULTANTS PVT LTD
     (More Jobs)",(More Jobs),Machine Learning - J46311,4 - 5,4,5,ML,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Informatica,Bengaluru / Bangalore,Principal Machine Learning Engineer,8 - 11,8,1,production  ,  technical skills  ,  process data  ,  cutting,,,,,,,,,,,,,,,,,,,,,,,,
529,CAPITAL ONE FINANCIAL SERVICES CLIENT,,UX Designer  ( Machine Learning ),2 - 5,2,5,prototyping  ,  ux designer  ,  ux design  ,  san  ,  website  ,  user experience  ,  designing  ,  wireframes  ,  interaction design,,,,,,,,,,,,,,,,,,,
530,Cogneesol,Mohali,Machine Learning Engineer,0 - 3,0,3,data science  ,  data cleaning  ,  statistical analysis,,,,,,,,,,,,,,,,,,,,,,,,,
531,JobsLo Consultants,Bengaluru / Bangalore,Software Engineer  Machine Learning,2 - 4,2,4,biometrics  ,  infrastructure  ,  Software Engineer,,,,,,,,,,,,,,,,,,,,,,,,,
532,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Service Designer  ( Machine Learning ),2 - 5,2,5,prototyping  ,  design strategy  ,  san  ,  website  ,  designer  ,  designing  ,  service design,,,,,,,,,,,,,,,,,,,,,
535,"SAMplacememt
     (More Jobs)",(More Jobs),Machine Learning Engineer,7 - 12,7,1,Critical thinking and problem solving. Teamwork and collaboration. Professionalism and strong work ethic  ,  Oral and written communications skills. Leadership,,,,,,,,,,,,,,,,,,,,,,,,,,
536,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Service Designer  (  Machine Learning ),5 - 8,5,8,prototyping  ,  design strategy  ,  san  ,  website  ,  designer  ,  designing  ,  service design,,,,,,,,,,,,,,,,,,,,,
537,CAPITAL ONE FINANCIAL SERVICES CLIENT,,UX Designer  ( Machine Learning ),5 - 8,5,8,prototyping  ,  ux designer  ,  ux design  ,  san  ,  website  ,  user experience  ,  designing  ,  wireframes  ,  interaction design,,,,,,,,,,,,,,,,,,,
538,"Maxgen Technologies
     (More Jobs)",(More Jobs),Machine Learning Internship at Ahmedabad,0 - 1,0,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,"Maxgen Technologies
     (More Jobs)",(More Jobs),Machine Learning Internship at Pune,0 - 1,0,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,"ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED
     (More Jobs)",(More Jobs),"""Machine Learning Developer""",2 - 5,2,5,Django  ,  Flask   ,  Pandas  ,   Numpy  ,  Matplotlib  ,   Seaborn    ,  Scikitlearn   ,  Regression Algorithms   ,  Classification Algorithms   ,  Clustering Algorithms   ,  Data Visualization,,,,,,,,,,,,,,,,,
541,palo alto networks  ( india )  pvt. ltd.,Bengaluru / Bangalore,Senior Principal Machine Learning Engineer,9 - 12,9,1,algorithms  ,  technical leader  ,  docker  ,  security  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
542,Binance,Canada,Intern - Machine Learning and Algorithms Engineer,0 - 3,0,3,algorithms  ,  scala  ,  java  ,  big data  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
543,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Senior Manager ,  Machine Learning Engineering",8 - 11,8,1,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
544,CareerXperts Consulting,Bengaluru / Bangalore,Senior Software Engineer  ( Machine Learning ),3 - 5,3,5,natural language processing  ,  senior software engineer  ,  machine learning  ,  cloud computing,,,,,,,,,,,,,,,,,,,,,,,,
545,Paytm,"Noida/Greater Noida,  Bengaluru / Bangalore",Machine Learning Engineer - Technical Lead,6 - 9,6,9,fundamentals  ,  hive  ,  python  ,  machine learning  ,  docker  ,  django  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
546,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Sr. Lead Machine Learning Engineer,8 - 11,8,1,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
547,Healthcoco,Nagpur,Artificial Intelligence  /  Machine Learning Engineer,1 - 4,1,4,image processing  ,  python  ,  machine learning  ,  artificial intelligence  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,
549,ORACLE,Australia,"Principle Data Scientist ,  Machine Learning",8 - 11,8,1,algorithms  ,  technical leader  ,  scala  ,  java  ,  software engineering  ,  big data  ,  python  ,  oracle  ,  machine learning,,,,,,,,,,,,,,,,,,,
550,Plasma,,Data Scientist Machine Learning Engineer,2 - 5,2,5,algorithms  ,  cuda  ,  c    ,  software design  ,  software engineering  ,  rest  ,  python  ,  machine learning  ,  nosql  ,  cassandra,,,,,,,,,,,,,,,,,,
551,Flexsin Technologies Pvt Ltd,,Sr. Software Developer - Machine Learning,2 - 5,2,5,algorithms  ,  lucene  ,  artificial intelligence  ,  java  ,  api  ,  lex  ,  python  ,  information retrieval  ,  it  ,  machine learning  ,  messaging,,,,,,,,,,,,,,,,,
552,Paytm,"Noida/Greater Noida,  Bengaluru / Bangalore",Machine Learning - Senior Software Engineer,3 - 6,3,6,fundamentals  ,  hive  ,  python  ,  senior software engineer  ,  machine learning  ,  docker  ,  django  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
553,Blocklogy Edutech Private limited,Navi Mumbai,Artificial Intelligence  &  Machine Learning,1 - 3,1,3,c    ,  python  ,  c  ,  natural language processing  ,  scala  ,  data mining  ,  machine learning  ,  artificial intelligence  ,  pattern recognition,,,,,,,,,,,,,,,,,,,
554,jiosaavn,Mumbai,Senior Software Engineer - Machine Learning,3 - 6,3,6,algorithms  ,  python  ,  c    ,  mobile  ,  senior software engineer  ,  machine learning  ,  java  ,  software engineer  ,  data structures,,,,,,,,,,,,,,,,,,,
555,palo alto networks  ( india )  pvt. ltd.,Bengaluru / Bangalore,Principal Machine Learning Engineer - CDSS,8 - 11,8,1,algorithms  ,  technical leader  ,  conference  ,  scala  ,  storage  ,  oss  ,  database  ,  security  ,  java  ,  software engineering  ,  mysql  ,  mongodb  ,  python  ,  machine learning,,,,,,,,,,,,,,
556,Exalogic Consulting,,Data Scientist and Machine Learning Developer,2 - 7,2,7,algorithms  ,  python  ,  information technology  ,  data mining  ,  machine learning  ,  artificial neural networks,,,,,,,,,,,,,,,,,,,,,,
557,Cotocus,Bengaluru / Bangalore,Artificial Intelligence  /  Machine Learning Leader,8 - 12,8,1,information technology  ,  artificial intelligence  ,  docker  ,  sql  ,  git  ,  linux  ,  mysql  ,  api  ,  python  ,  rdbms  ,  operating system  ,  machine learning  ,  windows  ,  django,,,,,,,,,,,,,,
558,Cotocus,Bengaluru / Bangalore,Artificial intelligence  /  Machine Learning Engineer,2 - 8,2,8,css  ,  information technology  ,  html5  ,  artificial intelligence  ,  docker  ,  java  ,  google api  ,  devops  ,  api  ,  big data  ,  rest  ,  github  ,  python  ,  machine learning  ,  javascript  ,  written communication  ,  entry level  ,  .net  ,  soap,,,,,,,,,
559,Veeva Systems,Canada,Senior Software Engineer - Machine Learning,5 - 8,5,8,algorithms  ,  senior software engineer  ,  hibernate  ,  mockito  ,  artificial intelligence  ,  docker  ,  spring  ,  java  ,  git  ,  linux  ,  mysql  ,  san  ,  python  ,  cloud services  ,  natural language processing  ,  maven  ,  machine learning  ,  written communication,,,,,,,,,,
561,"Neeraj Recruiters
     (More Jobs)",(More Jobs),TATA MOTORS - MACHINE LEARNING EXPERT,1 - 6,1,6,Machine Learning  ,  Design  ,  data representation  ,  Python  ,  communication skills,,,,,,,,,,,,,,,,,,,,,,,
562,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead UX Designer  ( Machine Learning ),5 - 8,5,8,prototyping  ,  ux designer  ,  ux design  ,  san  ,  website  ,  user experience  ,  designing  ,  wireframes  ,  interaction design,,,,,,,,,,,,,,,,,,,
563,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Service Designer  (  Machine Learning ),5 - 8,5,8,prototyping  ,  design strategy  ,  san  ,  website  ,  designer  ,  designing  ,  service design,,,,,,,,,,,,,,,,,,,,,
566,"HR Jobs Placements
     (More Jobs)",(More Jobs),Senior Data Scientist - Machine Learning,5 - 10,5,1,data scientist  ,  data science  ,  senior data scientist  ,  java  ,  r  ,  nlp  ,  Data Modeling  ,  ExtJS  ,  Spark  ,  Python,,,,,,,,,,,,,,,,,,
568,JobsLo Consultants,Bengaluru / Bangalore,Data Scientist  Machine Learning / Deep Learning,3 - 8,3,8,algorithms  ,  data mining  ,  python  ,  natural language processing  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
569,Binance,,Data Scientist - Machine Learning and Algorithms  ( Risk Management ),2 - 5,2,5,algorithms  ,  scala  ,  java  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,
570,dbs asia hub 2,Hyderabad/Secunderabad,"Associate ,  Machine Learning Engineer ,  Investment and Trading Technology",0 - 3,0,3,algorithms  ,  python  ,  machine learning  ,  infrastructure  ,  unix,,,,,,,,,,,,,,,,,,,,,,,
571,DBS Bank Ltd,Hyderabad/Secunderabad,"Associate ,  Machine Learning Engineer ,  Investment and Trading Technology",0 - 3,0,3,algorithms  ,  python  ,  machine learning  ,  infrastructure  ,  unix,,,,,,,,,,,,,,,,,,,,,,,
572,"Busibud Solutions Pvt. Ltd
     (More Jobs)",(More Jobs),Machine Learning / NLP Expert  ( work from home ),1 - 3,1,3,Python  ,  Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Span Idea Systems Pvt Ltd,,Machine Learning Scientist /  Sr ML Researcher,0 - 3,0,3,algorithms  ,  c    ,  python  ,  c  ,  scala  ,  machine learning  ,  java  ,  software engineering,,,,,,,,,,,,,,,,,,,,
574,AMAZON INDIA PVT LTD,Bengaluru / Bangalore,"Machine Learning Engineer - Amazon One ,  Amazon One",2 - 5,2,5,algorithms  ,  c    ,  java  ,  big data  ,  c#  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
575,ORACLE,Australia,Senior Software Development Manager - Machine Learning,7 - 10,7,1,security  ,  debugging  ,  software engineering  ,  python  ,  oracle  ,  machine learning  ,  leadership skills,,,,,,,,,,,,,,,,,,,,,
576,NLP People,Kharagpur,Natural Language Processing Engineer  Machine Learning,2 - 5,2,5,algorithms  ,  python  ,  natural language processing  ,  mobile  ,  machine learning  ,  java,,,,,,,,,,,,,,,,,,,,,,
577,JobsLo Consultants,Bengaluru / Bangalore,Data Scientist  Machine Learning / Predictive Modeling,3 - 7,3,7,algorithms  ,  data mining  ,  python  ,  natural language processing  ,  mining  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
578,Scandid,Pune,Machine Learning Engineer - Computer Vision / NLP,5 - 8,5,8,hive  ,  algorithms  ,  sql  ,  pig  ,  machine learning  ,  nosql  ,  production environment,,,,,,,,,,,,,,,,,,,,,
579,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer  ( Remote-Eligible ),6 - 9,6,9,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
580,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Machine Learning Scientist - Model Risk Office,5 - 8,5,8,scala  ,  sql  ,  software engineering  ,  cloud computing  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
581,"Busibud Solutions Pvt. Ltd
     (More Jobs)",(More Jobs),Machine Learning / NLP Expert  ( work from home ),1 - 3,1,3,Machine Learning  ,  Natural Language Processing,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Hotstar,China,Senior Software Engineer -Research Engineer in Machine Learning,3 - 6,3,6,algorithms  ,  senior software engineer  ,  hadoop  ,  big data  ,  problem solving  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
584,Paytm,Canada,Senior Machine Learning Engineer  /  Data Scientist,5 - 8,5,8,fundamentals  ,  algorithms  ,  scala  ,  data mining  ,  sql  ,  games  ,  data structures  ,  big data  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,
585,WALMART INDIA,,Senior Data Scientist - Machine Learning Engineer,3 - 5,3,5,algorithms  ,  information technology  ,  scala  ,  artificial intelligence  ,  docker  ,  java  ,  data structures  ,  python  ,  solution architect  ,  machine learning,,,,,,,,,,,,,,,,,,
586,netradyne,Bengaluru / Bangalore,"Senior  /  Lead QA Engineer ,  Machine Learning",6 - 9,6,9,algorithms  ,  c    ,  artificial intelligence  ,  sql  ,  security  ,  shell scripting  ,  rest  ,  python  ,  c  ,  machine learning  ,  nosql  ,  infrastructure,,,,,,,,,,,,,,,,
587,WALMART INDIA,,Staff Data Scientist - Machine Learning Engineer,6 - 9,6,9,information technology  ,  api  ,  python  ,  nosql  ,  hive  ,  algorithms  ,  scala  ,  sql  ,  database  ,  pattern recognition  ,  machine learning  ,  production environment,,,,,,,,,,,,,,,,
588,Cotocus,Bengaluru / Bangalore,Artificial Intelligence  /  Machine Learning Sr.Leader,8 - 12,8,1,information technology  ,  docker  ,  sql  ,  git  ,  linux  ,  mysql  ,  api  ,  python  ,  rdbms  ,  operating system  ,  machine learning  ,  windows  ,  django,,,,,,,,,,,,,,,
589,NLP People,Delhi,Senior Software Engineer  Machine Learning and Language,3 - 7,3,7,sql  ,  database  ,  java  ,  python  ,  natural language processing  ,  information retrieval  ,  machine learning  ,  nosql  ,  consultant  ,  written communication,,,,,,,,,,,,,,,,,,
590,WALMART INDIA,,Senior Data Scientist - Machine Learning Engineer,4 - 7,4,7,information technology  ,  api  ,  python  ,  nosql  ,  hive  ,  algorithms  ,  scala  ,  sql  ,  database  ,  pattern recognition  ,  machine learning  ,  production environment,,,,,,,,,,,,,,,,
591,VSH Solutions,Pune,Senior Software Engineer - Data Science and Machine Learning,0 - 3,0,3,python  ,  data warehousing  ,  machine learning  ,  sql  ,  nosql  ,  java  ,  git  ,  ror  ,  cassandra  ,  mongodb,,,,,,,,,,,,,,,,,,
592,JobsLo Consultants,Kanpur,Machine Learning Engineer  Python / Artificial Intelligence,1 - 3,1,3,python  ,  oracle  ,  problem solving  ,  machine learning  ,  artificial intelligence  ,  java  ,  linux  ,  shell scripting  ,  mysql,,,,,,,,,,,,,,,,,,,
593,CAREERXPERTS CONSULTING,Bengaluru / Bangalore,Data Science  Machine Learning  Engineering manager,8 - 11,8,1,com  ,  hive  ,  algorithms  ,  natural language processing  ,  scala  ,  information retrieval  ,  mining  ,  machine learning  ,  java  ,  mapreduce,,,,,,,,,,,,,,,,,,
594,pype,Bengaluru / Bangalore,Machine Learning Engineer  ( Data Science Engineer ),2 - 6,2,6,image processing  ,  python  ,  problem solving  ,  machine learning  ,  hadoop  ,  opencv  ,  pattern recognition,,,,,,,,,,,,,,,,,,,,,
595,APPLYCUP HIRING SOLUTIONS LLP,Pune,Senior Software Engineer - Data Science and Machine Learning,5 - 10,5,1,python  ,  data warehousing  ,  senior software engineer  ,  machine learning  ,  sql  ,  nosql  ,  java  ,  git  ,  ror  ,  cassandra  ,  mongodb,,,,,,,,,,,,,,,,,
596,CareerXperts Consulting,Bengaluru / Bangalore,Member of Technical Staff  Machine Learning Engineer,3 - 6,3,6,algorithms  ,  data mining  ,  docker  ,  sql  ,  hadoop  ,  python  ,  natural language processing  ,  information retrieval  ,  machine learning,,,,,,,,,,,,,,,,,,,
597,WALMART INDIA,,Staff Machine Learning Engineer - Staff Software,6 - 9,6,9,algorithms  ,  softwareengineering  ,  ds  ,  sql  ,  software engineering  ,  shell scripting  ,  big data  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,
598,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Senior Machine Learning Engineer  ( Remote-Eligible ),4 - 7,4,7,orchestration  ,  java  ,  api  ,  big data  ,  python  ,  scala  ,  database  ,  san  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,
599,JobsLo Consultants,Bengaluru / Bangalore,Data Scientist  Machine Learning / AWS / R,3 - 6,3,6,scala  ,  bootstrap  ,  apache  ,  java  ,  devops  ,  telecom  ,  python  ,  problem solving  ,  machine learning,,,,,,,,,,,,,,,,,,,
600,Delvetech,Noida/Greater Noida,Artificial Intelligence,3 - 6,3,6,data mining  ,  machine learning  ,  big data,,,,,,,,,,,,,,,,,,,,,,,,,
601,Cotocus,Bengaluru / Bangalore,Principle Engineer in Artificial Intelligence,8 - 11,8,1,machine learning  ,  artificial intelligence  ,  docker,,,,,,,,,,,,,,,,,,,,,,,,,
602,JobsLo Consultants,Delhi,Artificial Intelligence Developer,5 - 7,5,7,algorithms  ,  c    ,  artificial intelligence  ,  java  ,  python  ,  c  ,  machine learning  ,  javascript,,,,,,,,,,,,,,,,,,,,
605,APPLYCUP HIRING SOLUTIONS LLP,Bengaluru / Bangalore,Artificial Intelligence Software Engineer,2 - 5,2,5,c    ,  css  ,  html5  ,  artificial intelligence  ,  java  ,  google api  ,  devops  ,  software engineer  ,  api  ,  big data  ,  rest  ,  github  ,  python  ,  javascript  ,  written communication  ,  .net  ,  soap,,,,,,,,,,,
606,Cotocus,Bengaluru / Bangalore,Artificial intelligence Architect,0 - 3,0,3,infrastructure  ,  machine learning  ,  cloud computing,,,,,,,,,,,,,,,,,,,,,,,,,
607,Ideapoke,Bengaluru / Bangalore,Lead Artificial Intelligence,10 - 12,1, ,Python  ,   Java  ,   R  ,   XML parsing  ,   Big Data  ,   NoSQL   ,   SQL  ,  Data Analytics  ,   Machine Learning  ,,,,,,,,,,,,,,,,,,,
608,JobsLo Consultants,Delhi/NCR,Senior Developer  Artificial Intelligence,6 - 8,6,8,c    ,  python  ,  c  ,  sas  ,  microsoft azure  ,  java  ,  written communication  ,  api,,,,,,,,,,,,,,,,,,,,
613,APPLYCUP HIRING SOLUTIONS LLP,Bengaluru / Bangalore,Artificial Intelligence  ( AI )  Software Engineer,2 - 5,2,5,c    ,  css  ,  html5  ,  artificial intelligence  ,  java  ,  google api  ,  devops  ,  software engineer  ,  api  ,  big data  ,  rest  ,  python  ,  github  ,  javascript  ,  written communication  ,  .net  ,  soap,,,,,,,,,,,
614,FUGENX TECHNOLOGIES,Bengaluru / Bangalore,Artificial Intelligence  ( AI )  Software Engineer,2 - 5,2,5,c    ,  css  ,  html5  ,  artificial intelligence  ,  java  ,  google api  ,  devops  ,  api  ,  big data  ,  rest  ,  github  ,  python  ,  javascript  ,  written communication  ,  .net  ,  soap,,,,,,,,,,,,
615,Innoplexus Consulting Services Private Limited,Germany,Artificial Intelligence Scientist cum Computational Chemist,5 - 8,5,8,san  ,  python  ,  machine learning  ,  artificial intelligence  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,
616,NLP People,Delhi,"Data Analytics ,  Artificial Intelligence  /  Machine Language",2 - 6,2,6,algorithms  ,  python  ,  natural language processing  ,  data mining  ,  machine learning  ,  artificial intelligence  ,  sql  ,  data extraction  ,  sql developer,,,,,,,,,,,,,,,,,,,
618,Schneider Electric Pvt Ltd,France,Artificial Intelligence Architect - AI Offers Functions,5 - 10,5,1,artificial intelligence  ,  git  ,  mysql  ,  big data  ,  github  ,  python  ,  oracle  ,  machine learning  ,  nosql,,,,,,,,,,,,,,,,,,,
620,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad,  Mumbai,  Bengaluru / Bangalore","Artificial Intelligence ,  Virtual Reality Developer - L1",1 - 5,1,5,c    ,  css  ,  information technology  ,  mobile games  ,  jee  ,  spring  ,  java  ,  atg  ,  xml  ,  html  ,  c#  ,  github  ,  javascript  ,  struts  ,  hibernate  ,  spring mvc  ,  debugging  ,  jpa  ,  rest  ,  problem solving  ,  team player  ,  infrastructure  ,  opencv,,,,,
621,Jacobs Engineering Group Inc.,,"Intelligence Analyst  /  Engineer Emerging Technologies / Artificial Intelligence ,  Machine Learning",5 - 8,5,8,artificial intelligence  ,  security  ,  author  ,  machine learning  ,  written communication  ,  project delivery,,,,,,,,,,,,,,,,,,,,,,
622,APPLYCUP HIRING SOLUTIONS LLP,Cochin/ Kochi/ Ernakulam,Sr Engineer / Team Lead ( Artificial Intelligence / Machine Learning ),5 - 7,5,7,image processing  ,  machine learning  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
623,NLP People,Delhi,Deep Learning Engineer  NLP / Artificial Intelligence / Machine Learning,5 - 8,5,8,algorithms  ,  information technology  ,  data mining  ,  sql  ,  d3.js  ,  python  ,  problem solving  ,  machine learning  ,  entry level,,,,,,,,,,,,,,,,,,,
624,JobsLo Consultants,Kanpur,Spark / Scala Developer  Artificial Intelligence  &  Machine Learning,1 - 4,1,4,python  ,  java  ,  scala  ,  cassandra  ,  problem solving  ,  machine learning  ,  mongodb  ,  sql  ,  docker,,,,,,,,,,,,,,,,,,,
625,ConcertAI,,Senior Business Intelligence Healthcare Data,5 - 8,5,8,artificial intelligence  ,  sql  ,  Business Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
626,Advanced Micronic Devices Ltd,Bengaluru / Bangalore,Manager Silicon Design Engineering  ( CPU Microarchitecture  & Pfm Modeling ),0 - 3,0,3,artificial intelligence  ,   Design Verification,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Advanced Micronic Devices Ltd,"Hyderabad/Secunderabad,  Bengaluru / Bangalore",Sr Design Manager - RISC-V Core development,10 - 13,1, ,artificial intelligence  ,  leadership skills,,,,,,,,,,,,,,,,,,,,,,,,,,
628,CoWrks,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore",Senior Manager  Revenue,0 - 3,0,3,machine learning  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,
629,AMD India Pvt Ltd,"Hyderabad/Secunderabad,  Bengaluru / Bangalore",Sr. Silicon Design Engineer,0 - 3,0,3,graphics  ,  artificial intelligence  ,  debugging,,,,,,,,,,,,,,,,,,,,,,,,,
630,Ctd Techs Private Limited,"Chennai,  Bengaluru / Bangalore",Solution Architect  Uipath,3 - 7,3,7,artificial intelligence  ,  infrastructure  ,  .net,,,,,,,,,,,,,,,,,,,,,,,,,
631,c p careers pvt. ltd,Mumbai,technical support executive,6 - 14,6,1,windows  ,  artificial intelligence  ,  debugging,,,,,,,,,,,,,,,,,,,,,,,,,
632,AMD India Pvt Ltd,Hyderabad/Secunderabad,MTS Silicon Design Engineer,11 - 15,1, ,fundamentals  ,  artificial intelligence  ,  debugging,,,,,,,,,,,,,,,,,,,,,,,,,
634,ZeroFOX,Bengaluru / Bangalore,Platform Specialist,0 - 3,0,3,mobile  ,  artificial intelligence  ,  security,,,,,,,,,,,,,,,,,,,,,,,,,
635,nice ltd,,Business Intelligence Data Scientist,3 - 6,3,6,algorithms  ,  machine learning  ,  artificial intelligence  ,  written communication  ,  big data,,,,,,,,,,,,,,,,,,,,,,,
636,NICE inContact,,Business Intelligence Data Scientist,3 - 6,3,6,algorithms  ,  machine learning  ,  artificial intelligence  ,  written communication  ,  big data,,,,,,,,,,,,,,,,,,,,,,,
637,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,MTS Silicon Design Engineer,8 - 11,8,1,fundamentals  ,  artificial intelligence  ,   Good Documentation,,,,,,,,,,,,,,,,,,,,,,,,,
638,AMD India Pvt Ltd,Hyderabad/Secunderabad,Senior Software Development Engineer,0 - 3,0,3,python  ,  vhdl  ,  artificial intelligence  ,  tcl,,,,,,,,,,,,,,,,,,,,,,,,
639,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Silicon Design Engineer 2,2 - 5,2,5,fundamentals  ,  artificial intelligence  ,  logic design,,,,,,,,,,,,,,,,,,,,,,,,,
640,AMD India Pvt Ltd,Hyderabad/Secunderabad,Silicon Design Engineer 2,4 - 7,4,7,artificial intelligence  ,  debugging  ,  perl  ,  tcl,,,,,,,,,,,,,,,,,,,,,,,,
641,Cotocus,Bengaluru / Bangalore,Principle Engineer in Big Data,8 - 11,8,1,machine learning  ,  artificial intelligence  ,  docker,,,,,,,,,,,,,,,,,,,,,,,,,
642,Cotocus,Bengaluru / Bangalore,Principle Engineer in Data Analysis,8 - 11,8,1,machine learning  ,  artificial intelligence  ,  docker,,,,,,,,,,,,,,,,,,,,,,,,,
643,Advanced Micronic Devices Ltd,Bengaluru / Bangalore,SMTS Silicon Design Engineer,8 - 11,8,1,artificial intelligence  ,  tk  ,   debug skills,,,,,,,,,,,,,,,,,,,,,,,,,
644,appmomos,Bengaluru / Bangalore,Business Development Executive,4 - 7,4,7,mobile  ,  big data  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
645,Red Baton,Bengaluru / Bangalore,React Native,7 - 10,7,1,artificial intelligence  ,  React Native  ,  Architect,,,,,,,,,,,,,,,,,,,,,,,,,
647,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Risk Issues  &  Event Manager,5 - 8,5,8,artificial intelligence  ,  san  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,,
648,AMD India Pvt Ltd,Hyderabad/Secunderabad,Software Development Engineer 2 - System Performance Architect,0 - 3,0,3,c    ,  artificial intelligence  ,  python  ,  interconnect,,,,,,,,,,,,,,,,,,,,,,,,
650,AMD India Pvt Ltd,Hyderabad/Secunderabad,Senior Memory Design Engineer,6 - 8,6,8,ece  ,  problem solving  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
